"zcta5","cbsa","cbsaname","zipname","pop2k","afact"
"ZIP Census Tabulation Area","cbsa","CBSA Name","zipname","Total Pop, 2000 census","zcta5 to cbsa alloc factor"
"61528","37900","Peoria, IL","EDWARDS",1608,1 
"61529","23660","Galesburg, IL","ELMWOOD",31,0.012 
"61529","37900","Peoria, IL","ELMWOOD",2634,0.988 
"61530","37900","Peoria, IL","EUREKA",6181,1 
"61531","15900","Canton, IL","MIDDLEGROVE",3268,0.976 
"61531","23660","Galesburg, IL","MIDDLEGROVE",24,0.007 
"61531","37900","Peoria, IL","MIDDLEGROVE",55,0.016 
"61532"," "," ","FOREST CITY",640,1 
"61533","15900","Canton, IL","GLASFORD",40,0.018 
"61533","37900","Peoria, IL","GLASFORD",2207,0.982 
"61534"," "," ","GREEN VALLEY",4,0.002 
"61534","37900","Peoria, IL","GREEN VALLEY",1901,0.998 
"61535","37900","Peoria, IL","GROVELAND",1398,1 
"61536","37900","Peoria, IL","HANNA CITY",2892,1 
"61537","36860","Ottawa-Peru, IL","HENRY",20,0.006 
"61537","37900","Peoria, IL","HENRY",3173,0.994 
"61539","37900","Peoria, IL","KINGSTON MINES",224,1 
"61540","37900","Peoria, IL","LACON",2915,1 
"61541","37900","Peoria, IL","LA ROSE",149,1 
"61542","15900","Canton, IL","LEWISTOWN",4049,1 
"61543","15900","Canton, IL","LIVERPOOL",55,1 
"61544","15900","Canton, IL","LONDON MILLS",701,0.993 
"61544","23660","Galesburg, IL","LONDON MILLS",5,0.007 
"61545","37900","Peoria, IL","CAZENOVIA",651,1 
"61546"," "," ","MANITO",2401,0.545 
"61546","37900","Peoria, IL","MANITO",2001,0.455 
"61547","37900","Peoria, IL","MAPLETON",3412,1 
"61548","37900","Peoria, IL","METAMORA",10206,1 
"61550","37900","Peoria, IL","MORTON",17088,1 
"61552","37900","Peoria, IL","MOSSVILLE",135,1 
"61554","37900","Peoria, IL","PEKIN",43500,1 
"61559","37900","Peoria, IL","PRINCEVILLE",3067,1 
"61560","36860","Ottawa-Peru, IL","PUTNAM",705,1 
"61561","37900","Peoria, IL","ROANOKE",2863,1 
"61563","15900","Canton, IL","SAINT DAVID",511,1 
"61564","37900","Peoria, IL","SOUTH PEKIN",994,1 
"61565","37900","Peoria, IL","SPARLAND",1676,1 
"61567"," "," ","TOPEKA",1053,1 
"61568","37900","Peoria, IL","TREMONT",4162,1 
"61569","37900","Peoria, IL","TRIVOLI",1215,1 
"61570","37900","Peoria, IL","WASHBURN",1783,1 
"61571","37900","Peoria, IL","SUNNYLAND",20338,1 
"61572","23660","Galesburg, IL","YATES CITY",1069,1 
"61602","37900","Peoria, IL","PEORIA",774,1 
"61603","37900","Peoria, IL","PEORIA HEIGHTS",19433,1 
"61604","37900","Peoria, IL","PEORIA",33587,1 
"61605","37900","Peoria, IL","PEORIA",18529,1 
"61606","37900","Peoria, IL","PEORIA",9674,1 
"61607","37900","Peoria, IL","BARTONVILLE",10473,1 
"61610","37900","Peoria, IL","61610",5041,1 
"61611","37900","Peoria, IL","EAST PEORIA",23663,1 
"61614","37900","Peoria, IL","PEORIA HEIGHTS",34386,1 
"61615","37900","Peoria, IL","PEORIA",18411,1 
"61701","14060","Bloomington-Normal, IL Metropolitan Stat","BLOOMINGTON",37240,1 
"61704","14060","Bloomington-Normal, IL Metropolitan Stat","BLOOMINGTON",35851,1 
"61720","14060","Bloomington-Normal, IL Metropolitan Stat","ANCHOR",347,0.948 
"61720","16580","Champaign-Urbana, IL","ANCHOR",19,0.052 
"61721","14060","Bloomington-Normal, IL Metropolitan Stat","ARMINGTON",3,0.004 
"61721","30660","Lincoln, IL","ARMINGTON",63,0.089 
"61721","37900","Peoria, IL","ARMINGTON",641,0.907 
"61722","14060","Bloomington-Normal, IL Metropolitan Stat","ARROWSMITH",631,1 
"61723","14060","Bloomington-Normal, IL Metropolitan Stat","ATLANTA",77,0.032 
"61723","30660","Lincoln, IL","ATLANTA",2359,0.968 
"61724","14060","Bloomington-Normal, IL Metropolitan Stat","BELLFLOWER",622,1 
"61725","14060","Bloomington-Normal, IL Metropolitan Stat","CARLOCK",856,0.675 
"61725","37900","Peoria, IL","CARLOCK",412,0.325 
"61726","14060","Bloomington-Normal, IL Metropolitan Stat","CHENOA",2599,0.932 
"61726","38700","Pontiac, IL","CHENOA",190,0.068 
"61727"," "," ","CLINTON",10260,1 
"61728","14060","Bloomington-Normal, IL Metropolitan Stat","COLFAX",1431,1 
"61729","14060","Bloomington-Normal, IL Metropolitan Stat","CONGERVILLE",18,0.016 
"61729","37900","Peoria, IL","CONGERVILLE",1086,0.984 
"61730","14060","Bloomington-Normal, IL Metropolitan Stat","COOKSVILLE",381,1 
"61731","14060","Bloomington-Normal, IL Metropolitan Stat","CROPSEY",219,0.862 
"61731","16580","Champaign-Urbana, IL","CROPSEY",27,0.106 
"61731","38700","Pontiac, IL","CROPSEY",8,0.031 
"61732","14060","Bloomington-Normal, IL Metropolitan Stat","DANVERS",2074,0.996 
"61732","37900","Peoria, IL","DANVERS",8,0.004 
"61733","37900","Peoria, IL","DEER CREEK",980,1 
"61734","37900","Peoria, IL","DELAVAN",3054,1 
"61735"," "," ","DEWITT",408,1 
"61736","14060","Bloomington-Normal, IL Metropolitan Stat","HOLDER",1335,1 
"61737","14060","Bloomington-Normal, IL Metropolitan Stat","ELLSWORTH",577,1 
"61738","14060","Bloomington-Normal, IL Metropolitan Stat","EL PASO",31,0.007 
"61738","37900","Peoria, IL","EL PASO",4426,0.993 
"61739","14060","Bloomington-Normal, IL Metropolitan Stat","FAIRBURY",1,0 
"61739","38700","Pontiac, IL","FAIRBURY",4867,1 
"61740","38700","Pontiac, IL","FLANAGAN",1746,1 
"61741","38700","Pontiac, IL","FORREST",1827,1 
"61742","37900","Peoria, IL","GOODFIELD",918,1 
"61743","38700","Pontiac, IL","GRAYMONT",270,1 
"61744","14060","Bloomington-Normal, IL Metropolitan Stat","GRIDLEY",1811,0.91 
"61744","38700","Pontiac, IL","GRIDLEY",180,0.09 
"61745"," "," ","HEYWORTH",109,0.027 
"61745","14060","Bloomington-Normal, IL Metropolitan Stat","HEYWORTH",3917,0.973 
"61747","37900","Peoria, IL","HOPEDALE",1472,1 
"61748","14060","Bloomington-Normal, IL Metropolitan Stat","HUDSON",2565,0.991 
"61748","37900","Peoria, IL","HUDSON",24,0.009 
"61749"," "," ","KENNEY",602,0.923 
"61749","19500","Decatur, IL","KENNEY",22,0.034 
"61749","30660","Lincoln, IL","KENNEY",28,0.043 
"61750"," "," ","LANE",126,1 
"61752"," "," ","LE ROY",35,0.008 
"61752","14060","Bloomington-Normal, IL Metropolitan Stat","LE ROY",4112,0.992 
"61753","14060","Bloomington-Normal, IL Metropolitan Stat","LEXINGTON",2932,1 
"61754","14060","Bloomington-Normal, IL Metropolitan Stat","MC LEAN",1228,0.962 
"61754","30660","Lincoln, IL","MC LEAN",49,0.038 
"61755","37900","Peoria, IL","MACKINAW",4074,1 
"61756"," "," ","MAROA",45,0.021 
"61756","19500","Decatur, IL","MAROA",2061,0.979 
"61758","14060","Bloomington-Normal, IL Metropolitan Stat","MERNA",87,1 
"61759","37900","Peoria, IL","MINIER",1555,1 
"61760","37900","Peoria, IL","MINONK",2691,1 
"61761","14060","Bloomington-Normal, IL Metropolitan Stat","NORMAL",45337,1 
"61764","38700","Pontiac, IL","PONTIAC",14677,1 
"61769","38700","Pontiac, IL","SAUNEMIN",639,1 
"61770","14060","Bloomington-Normal, IL Metropolitan Stat","SAYBROOK",1143,1 
"61771","37900","Peoria, IL","SECOR",597,1 
"61772","14060","Bloomington-Normal, IL Metropolitan Stat","SHIRLEY",388,1 
"61773","16580","Champaign-Urbana, IL","SIBLEY",548,1 
"61774","14060","Bloomington-Normal, IL Metropolitan Stat","STANFORD",1080,1 
"61775","38700","Pontiac, IL","STRAWN",310,1 
"61776","14060","Bloomington-Normal, IL Metropolitan Stat","TOWANDA",1343,1 
"61777"," "," ","WAPELLA",1027,1 
"61778"," "," ","WAYNESVILLE",697,1 
"61801","16580","Champaign-Urbana, IL","URBANA",29369,1 
"61802","16580","Champaign-Urbana, IL","61802",16566,1 
"61810"," "," ","ALLERTON",27,0.069 
"61810","16580","Champaign-Urbana, IL","ALLERTON",25,0.064 
"61810","19180","Danville, IL","ALLERTON",337,0.866 
"61811","19180","Danville, IL","ALVIN",800,1 
"61812","19180","Danville, IL","ARMSTRONG",420,1 
"61813","16580","Champaign-Urbana, IL","BEMENT",2147,1 
"61814","19180","Danville, IL","BISMARCK",1249,1 
"61815","16580","Champaign-Urbana, IL","BONDVILLE",172,1 
"61816","16580","Champaign-Urbana, IL","BROADLANDS",487,1 
"61817","19180","Danville, IL","CATLIN",2838,1 
"61818","16580","Champaign-Urbana, IL","CERRO GORDO",1668,0.955 
"61818","19500","Decatur, IL","CERRO GORDO",78,0.045 
"61820","16580","Champaign-Urbana, IL","CHAMPAIGN",33624,1 
"61821","16580","Champaign-Urbana, IL","CHAMPAIGN",28583,1 
"61822","16580","Champaign-Urbana, IL","CHAMPAIGN",15375,1 
"61830","16580","Champaign-Urbana, IL","CISCO",476,0.845 
"61830","19500","Decatur, IL","CISCO",87,0.155 
"61831","19180","Danville, IL","COLLISON",180,1 
"61832","19180","Danville, IL","DANVILLE",39127,1 
"61833","19180","Danville, IL","TILTON",2132,1 
"61834","19180","Danville, IL","DANVILLE",7843,1 
"61839","16580","Champaign-Urbana, IL","DE LAND",601,1 
"61840","16580","Champaign-Urbana, IL","DEWEY",709,1 
"61841","19180","Danville, IL","FAIRMOUNT",1352,1 
"61842"," "," ","FARMER CITY",2791,0.958 
"61842","14060","Bloomington-Normal, IL Metropolitan Stat","FARMER CITY",123,0.042 
"61843","14060","Bloomington-Normal, IL Metropolitan Stat","FISHER",32,0.015 
"61843","16580","Champaign-Urbana, IL","FISHER",2040,0.985 
"61844","19180","Danville, IL","FITHIAN",1037,1 
"61845","16580","Champaign-Urbana, IL","FOOSLAND",1839,1 
"61846","19180","Danville, IL","GEORGETOWN",5163,1 
"61847","16580","Champaign-Urbana, IL","GIFFORD",1213,1 
"61848","19180","Danville, IL","HENNING",221,1 
"61849","16580","Champaign-Urbana, IL","HOMER",1629,0.929 
"61849","19180","Danville, IL","HOMER",125,0.071 
"61850","19180","Danville, IL","INDIANOLA",572,1 
"61851","16580","Champaign-Urbana, IL","IVESDALE",497,1 
"61852"," "," ","LONGVIEW",16,0.057 
"61852","16580","Champaign-Urbana, IL","LONGVIEW",266,0.943 
"61853","16580","Champaign-Urbana, IL","MAHOMET",10454,1 
"61854","16580","Champaign-Urbana, IL","MANSFIELD",1573,1 
"61855","16580","Champaign-Urbana, IL","MILMINE",74,1 
"61856","16580","Champaign-Urbana, IL","MONTICELLO",6762,1 
"61857","19180","Danville, IL","MUNCIE",167,1 
"61858","19180","Danville, IL","OAKWOOD",2833,1 
"61859","16580","Champaign-Urbana, IL","OGDEN",1263,0.976 
"61859","19180","Danville, IL","OGDEN",31,0.024 
"61862","16580","Champaign-Urbana, IL","PENFIELD",465,0.91 
"61862","19180","Danville, IL","PENFIELD",46,0.09 
"61863","16580","Champaign-Urbana, IL","PESOTUM",840,1 
"61864","16580","Champaign-Urbana, IL","PHILO",1553,1 
"61865","19180","Danville, IL","POTOMAC",1331,1 
"61866","16580","Champaign-Urbana, IL","RANTOUL",14201,1 
"61870"," "," ","RIDGE FARM",32,0.024 
"61870","19180","Danville, IL","RIDGE FARM",1325,0.976 
"61871","16580","Champaign-Urbana, IL","ROYAL",175,1 
"61872"," "," ","SADORUS",20,0.028 
"61872","16580","Champaign-Urbana, IL","SADORUS",692,0.972 
"61873","16580","Champaign-Urbana, IL","SAINT JOSEPH",5020,1 
"61874","16580","Champaign-Urbana, IL","SAVOY",4355,1 
"61875","16580","Champaign-Urbana, IL","SEYMOUR",795,1 
"61876"," "," ","SIDELL",58,0.068 
"61876","19180","Danville, IL","SIDELL",793,0.932 
"61877","16580","Champaign-Urbana, IL","SIDNEY",1516,1 
"61878","16580","Champaign-Urbana, IL","THOMASBORO",1577,1 
"61880","16580","Champaign-Urbana, IL","TOLONO",3461,1 
"61882"," "," ","WELDON",684,1 
"61883","19180","Danville, IL","WESTVILLE",4622,1 
"61884","16580","Champaign-Urbana, IL","WHITE HEATH",1172,1 
"61910"," "," ","ARCOLA",4125,0.944 
"61910","16660","Charleston-Mattoon, IL","ARCOLA",245,0.056 
"61911"," "," ","ARTHUR",4023,0.985 
"61911","16660","Charleston-Mattoon, IL","ARTHUR",62,0.015 
"61912","16660","Charleston-Mattoon, IL","ASHMORE",1410,1 
"61913"," "," ","ATWOOD",1046,0.556 
"61913","16580","Champaign-Urbana, IL","ATWOOD",836,0.444 
"61914"," "," ","BETHANY",1842,1 
"61917"," "," ","BROCTON",646,1 
"61919"," "," ","CAMARGO",803,1 
"61920","16660","Charleston-Mattoon, IL","CHARLESTON",24572,1 
"61924"," "," ","CHRISMAN",2602,1 
"61925"," "," ","DALTON CITY",625,0.676 
"61925","19500","Decatur, IL","DALTON CITY",299,0.324 
"61928"," "," ","GAYS",677,0.79 
"61928","16660","Charleston-Mattoon, IL","GAYS",180,0.21 
"61929","16580","Champaign-Urbana, IL","HAMMOND",766,1 
"61930"," "," ","HINDSBORO",579,0.954 
"61930","16660","Charleston-Mattoon, IL","HINDSBORO",28,0.046 
"61931","16660","Charleston-Mattoon, IL","HUMBOLDT",1231,1 
"61932"," "," ","HUME",461,1 
"61933"," "," ","KANSAS",1330,0.997 
"61933","16660","Charleston-Mattoon, IL","KANSAS",4,0.003 
"61936","16580","Champaign-Urbana, IL","LA PLACE",310,1 
"61937"," "," ","LOVINGTON",2722,0.991 
"61937","19500","Decatur, IL","LOVINGTON",24,0.009 
"61938","16660","Charleston-Mattoon, IL","MATTOON",22264,1 
"61940"," "," ","METCALF",301,1 
"61941"," "," ","MURDOCK",117,1 
"61942"," "," ","NEWMAN",1334,1 
"61943"," "," ","OAKLAND",170,0.089 
"61943","16660","Charleston-Mattoon, IL","OAKLAND",1730,0.911 
"61944"," "," ","PARIS",13791,1 
"61949"," "," ","REDMON",110,1 
"61951"," "," ","SULLIVAN",7199,0.996 
"61951","16660","Charleston-Mattoon, IL","SULLIVAN",27,0.004 
"61953"," "," ","TUSCOLA",6285,1 
"61956"," "," ","VILLA GROVE",2835,0.975 
"61956","16580","Champaign-Urbana, IL","VILLA GROVE",74,0.025 
"61957"," "," ","WINDSOR",1870,1 
"62001","41180","St. Louis, MO-IL","ALHAMBRA",1596,1 
"62002","41180","St. Louis, MO-IL","ALTON",34062,1 
"62006","41180","St. Louis, MO-IL","BATCHTOWN",476,1 
"62009","41180","St. Louis, MO-IL","BENLD",2171,1 
"62010","41180","St. Louis, MO-IL","BETHALTO",10648,1 
"62011"," "," ","BINGHAM",391,1 
"62012","41180","St. Louis, MO-IL","BRIGHTON",6563,1 
"62013","41180","St. Louis, MO-IL","MEPPEN",731,1 
"62014","41180","St. Louis, MO-IL","BUNKER HILL",4073,1 
"62015"," "," ","BUTLER",569,1 
"62016"," "," ","CARROLLTON",4001,1 
"62017"," "," ","COFFEEN",1284,0.998 
"62017","41180","St. Louis, MO-IL","COFFEEN",3,0.002 
"62018","41180","St. Louis, MO-IL","COTTAGE HILLS",4387,1 
"62019"," "," ","DONNELLSON",353,0.573 
"62019","41180","St. Louis, MO-IL","DONNELLSON",263,0.427 
"62021","41180","St. Louis, MO-IL","DORSEY",965,1 
"62022","41180","St. Louis, MO-IL","DOW",962,1 
"62023","41180","St. Louis, MO-IL","EAGARVILLE",114,1 
"62024","41180","St. Louis, MO-IL","EAST ALTON",12439,1 
"62025","41180","St. Louis, MO-IL","EDWARDSVILLE",29749,1 
"62027"," "," ","ELDRED",591,1 
"62028","41180","St. Louis, MO-IL","ELSAH",1208,1 
"62030","41180","St. Louis, MO-IL","FIDELITY",128,1 
"62031","41180","St. Louis, MO-IL","FIELDON",1128,1 
"62032"," "," ","FILLMORE",764,1 
"62033","41180","St. Louis, MO-IL","DORCHESTER",5055,1 
"62034","41180","St. Louis, MO-IL","GLEN CARBON",12015,1 
"62035","41180","St. Louis, MO-IL","GODFREY",15808,1 
"62036","41180","St. Louis, MO-IL","GOLDEN EAGLE",601,1 
"62037","41180","St. Louis, MO-IL","GRAFTON",1842,1 
"62040","41180","St. Louis, MO-IL","MITCHELL",46104,1 
"62044"," "," ","GREENFIELD",2085,0.999 
"62044","41180","St. Louis, MO-IL","GREENFIELD",3,0.001 
"62045","41180","St. Louis, MO-IL","HAMBURG",587,1 
"62046","41180","St. Louis, MO-IL","HAMEL",388,1 
"62047","41180","St. Louis, MO-IL","HARDIN",1559,1 
"62048","41180","St. Louis, MO-IL","HARTFORD",1508,1 
"62049"," "," ","HILLSBORO",6839,1 
"62050"," "," ","HILLVIEW",509,1 
"62051"," "," ","IRVING",2952,1 
"62052"," "," ","JERSEYVILLE",7,0.001 
"62052","41180","St. Louis, MO-IL","JERSEYVILLE",12185,0.999 
"62053","41180","St. Louis, MO-IL","KAMPSVILLE",780,1 
"62054"," "," ","KANE",791,0.88 
"62054","41180","St. Louis, MO-IL","KANE",108,0.12 
"62056"," "," ","LITCHFIELD",8622,0.967 
"62056","41180","St. Louis, MO-IL","LITCHFIELD",292,0.033 
"62058","41180","St. Louis, MO-IL","LIVINGSTON",760,1 
"62059","41180","St. Louis, MO-IL","LOVEJOY",668,1 
"62060","41180","St. Louis, MO-IL","MADISON",5816,1 
"62061","41180","St. Louis, MO-IL","MARINE",1455,1 
"62062","41180","St. Louis, MO-IL","MARYVILLE",4431,1 
"62063","41180","St. Louis, MO-IL","MEDORA",1291,1 
"62065","41180","St. Louis, MO-IL","MICHAEL",114,1 
"62067","41180","St. Louis, MO-IL","MORO",2089,1 
"62069"," "," ","MOUNT OLIVE",16,0.005 
"62069","41180","St. Louis, MO-IL","MOUNT OLIVE",3431,0.995 
"62070","41180","St. Louis, MO-IL","MOZIER",63,1 
"62074"," "," ","NEW DOUGLAS",20,0.017 
"62074","41180","St. Louis, MO-IL","NEW DOUGLAS",1144,0.983 
"62075"," "," ","NOKOMIS",3539,0.958 
"62075","45380","Taylorville, IL","NOKOMIS",154,0.042 
"62077"," "," ","PANAMA",116,1 
"62078"," "," ","PATTERSON",121,1 
"62079","41180","St. Louis, MO-IL","PIASA",180,1 
"62080"," "," ","RAMSEY",2463,1 
"62081"," "," ","ROCKBRIDGE",366,1 
"62082"," "," ","ROODHOUSE",3128,0.953 
"62082","27300","Jacksonville, IL","ROODHOUSE",154,0.047 
"62083"," "," ","ROSAMOND",68,0.215 
"62083","45380","Taylorville, IL","ROSAMOND",249,0.785 
"62084","41180","St. Louis, MO-IL","ROXANA",1433,1 
"62085","41180","St. Louis, MO-IL","SAWYERVILLE",24,1 
"62086"," "," ","SORENTO",108,0.063 
"62086","41180","St. Louis, MO-IL","SORENTO",1594,0.937 
"62087","41180","St. Louis, MO-IL","SOUTH ROXANA",1889,1 
"62088","41180","St. Louis, MO-IL","STAUNTON",6816,1 
"62089"," "," ","TAYLOR SPRINGS",281,1 
"62090","41180","St. Louis, MO-IL","VENICE",1589,1 
"62091"," "," ","WALSHVILLE",352,1 
"62092"," "," ","WHITE HALL",3155,1 
"62093","41180","St. Louis, MO-IL","WILSONVILLE",343,1 
"62094"," "," ","WITT",1251,1 
"62095","41180","St. Louis, MO-IL","WOOD RIVER",10482,1 
"62097","41180","St. Louis, MO-IL","WORDEN",2530,1 
"62201","41180","St. Louis, MO-IL","SAUGET",8452,1 
"62203","41180","St. Louis, MO-IL","EAST SAINT LOUIS",10275,1 
"62204","41180","St. Louis, MO-IL","WASHINGTON PARK",10725,1 
"62205","41180","St. Louis, MO-IL","EAST SAINT LOUIS",10343,1 
"62206","41180","St. Louis, MO-IL","CAHOKIA",18315,1 
"62207","41180","St. Louis, MO-IL","ALORTON",9841,1 
"62208","41180","St. Louis, MO-IL","FAIRVIEW HEIGHTS",14752,1 
"62214"," "," ","VENEDY",1291,1 
"62215","41180","St. Louis, MO-IL","ALBERS",1208,1 
"62216","41180","St. Louis, MO-IL","AVISTON",934,1 
"62217"," "," ","BALDWIN",4114,1 
"62218","41180","St. Louis, MO-IL","BARTELSO",1455,1 
"62219","41180","St. Louis, MO-IL","BECKEMEYER",949,1 
"62220","41180","St. Louis, MO-IL","BELLEVILLE",19902,1 
"62221","41180","St. Louis, MO-IL","BELLEVILLE",22252,1 
"62223","41180","St. Louis, MO-IL","BELLEVILLE",17207,1 
"62225","41180","St. Louis, MO-IL","SCOTT A F B",5348,1 
"62226","41180","St. Louis, MO-IL","62226",27065,1 
"62230","41180","St. Louis, MO-IL","BREESE",5733,1 
"62231","41180","St. Louis, MO-IL","CARLYLE",6980,1 
"62232","41180","St. Louis, MO-IL","CASEYVILLE",7101,1 
"62233"," "," ","CHESTER",6558,1 
"62234","41180","St. Louis, MO-IL","COLLINSVILLE",31986,1 
"62236","41180","St. Louis, MO-IL","COLUMBIA",10517,1 
"62237"," "," ","SWANWICK",3161,1 
"62238"," "," ","CUTLER",830,1 
"62239","41180","St. Louis, MO-IL","DUPO",4766,1 
"62240","41180","St. Louis, MO-IL","EAST CARONDELET",1968,1 
"62241"," "," ","ELLIS GROVE",1158,1 
"62242"," "," ","EVANSVILLE",1425,1 
"62243","41180","St. Louis, MO-IL","FREEBURG",5433,1 
"62244","41180","St. Louis, MO-IL","FULTS",1192,1 
"62245","41180","St. Louis, MO-IL","GERMANTOWN",2490,1 
"62246","41180","St. Louis, MO-IL","GREENVILLE",10003,1 
"62249","41180","St. Louis, MO-IL","HIGHLAND",13449,1 
"62250","41180","St. Louis, MO-IL","HOFFMAN",462,1 
"62253"," "," ","KEYESPORT",39,0.047 
"62253","41180","St. Louis, MO-IL","KEYESPORT",789,0.953 
"62254","41180","St. Louis, MO-IL","LEBANON",5253,1 
"62255","41180","St. Louis, MO-IL","LENZBURG",1139,1 
"62257"," "," ","MARISSA",469,0.122 
"62257","41180","St. Louis, MO-IL","MARISSA",3363,0.878 
"62258","41180","St. Louis, MO-IL","MASCOUTAH",7381,1 
"62260","41180","St. Louis, MO-IL","MILLSTADT",5997,1 
"62261"," "," ","MODOC",221,1 
"62262"," "," ","MULBERRY GROVE",353,0.189 
"62262","41180","St. Louis, MO-IL","MULBERRY GROVE",1515,0.811 
"62263"," "," ","NASHVILLE",5270,1 
"62264","41180","St. Louis, MO-IL","NEW ATHENS",3222,1 
"62265","41180","St. Louis, MO-IL","NEW BADEN",4108,1 
"62266","41180","St. Louis, MO-IL","NEW MEMPHIS",109,1 
"62268"," "," ","OAKDALE",781,1 
"62269","41180","St. Louis, MO-IL","SHILOH",26249,1 
"62271"," "," ","OKAWVILLE",2026,1 
"62272"," "," ","PERCY",1636,1 
"62273","41180","St. Louis, MO-IL","PIERRON",46,1 
"62274"," "," ","PINCKNEYVILLE",8532,1 
"62275","41180","St. Louis, MO-IL","POCAHONTAS",3681,1 
"62277"," "," ","PRAIRIE DU ROCHE",1121,0.752 
"62277","41180","St. Louis, MO-IL","PRAIRIE DU ROCHE",370,0.248 
"62278"," "," ","RED BUD",5140,0.755 
"62278","41180","St. Louis, MO-IL","RED BUD",1672,0.245 
"62279","41180","St. Louis, MO-IL","RENAULT",26,1 
"62280"," "," ","ROCKWOOD",242,0.546 
"62280","16060","Carbondale-Marion, IL","ROCKWOOD",201,0.454 
"62281","41180","St. Louis, MO-IL","SAINT JACOB",1719,1 
"62283","41180","St. Louis, MO-IL","SHATTUC",721,1 
"62284","41180","St. Louis, MO-IL","SMITHBORO",622,1 
"62285","41180","St. Louis, MO-IL","SMITHTON",3121,1 
"62286"," "," ","SPARTA",6408,1 
"62288"," "," ","STEELEVILLE",2977,1 
"62289","41180","St. Louis, MO-IL","SUMMERFIELD",312,1 
"62292"," "," ","TILDEN",643,1 
"62293","41180","St. Louis, MO-IL","TRENTON",4576,1 
"62294","41180","St. Louis, MO-IL","TROY",12479,1 
"62295","41180","St. Louis, MO-IL","VALMEYER",923,1 
"62297"," "," ","WALSH",411,1 
"62298","41180","St. Louis, MO-IL","WATERLOO",14024,1 
"62301","39500","Quincy, IL-MO","QUINCY",52461,1 
"62311"," "," ","AUGUSTA",933,0.958 
"62311","39500","Quincy, IL-MO","AUGUSTA",41,0.042 
"62312"," "," ","BARRY",2037,0.923 
"62312","39500","Quincy, IL-MO","BARRY",169,0.077 
"62313"," "," ","BASCO",395,1 
"62314"," "," ","BAYLIS",622,0.891 
"62314","39500","Quincy, IL-MO","BAYLIS",76,0.109 
"62316"," "," ","BOWEN",733,0.991 
"62316","39500","Quincy, IL-MO","BOWEN",7,0.009 
"62318"," "," ","BURNSIDE",358,1 
"62319"," "," ","CAMDEN",266,1 
"62320","39500","Quincy, IL-MO","CAMP POINT",2257,1 
"62321"," "," ","CARTHAGE",4328,1 
"62323"," "," ","CHAMBERSBURG",294,1 
"62324"," "," ","CLAYTON",39,0.026 
"62324","39500","Quincy, IL-MO","CLAYTON",1480,0.974 
"62325","39500","Quincy, IL-MO","COATSBURG",474,1 
"62326"," "," ","COLCHESTER",35,0.013 
"62326","31380","Macomb, IL","COLCHESTER",2662,0.987 
"62330"," "," ","PONTOOSUC",1462,0.845 
"62330","15460","Burlington, IA-IL","PONTOOSUC",268,0.155 
"62334"," "," ","ELVASTON",151,1 
"62336"," "," ","FERRIS",65,1 
"62338","39500","Quincy, IL-MO","FOWLER",1364,1 
"62339","39500","Quincy, IL-MO","GOLDEN",930,1 
"62340"," "," ","GRIGGSVILLE",1800,1 
"62341"," "," ","HAMILTON",3731,1 
"62343"," "," ","HULL",740,0.937 
"62343","39500","Quincy, IL-MO","HULL",50,0.063 
"62344"," "," ","HUNTSVILLE",185,1 
"62345"," "," ","KINDERHOOK",415,1 
"62346"," "," ","LA PRAIRIE",30,0.118 
"62346","39500","Quincy, IL-MO","LA PRAIRIE",224,0.882 
"62347","39500","Quincy, IL-MO","LIBERTY",2177,1 
"62348","39500","Quincy, IL-MO","LIMA",255,1 
"62349"," "," ","LORAINE",3,0.004 
"62349","39500","Quincy, IL-MO","LORAINE",667,0.996 
"62351","39500","Quincy, IL-MO","MENDON",1806,1 
"62352"," "," ","MILTON",353,1 
"62353"," "," ","MOUNT STERLING",5526,1 
"62354"," "," ","NAUVOO",1559,1 
"62355"," "," ","NEBO",728,0.813 
"62355","41180","St. Louis, MO-IL","NEBO",167,0.187 
"62356"," "," ","NEW CANTON",725,1 
"62357"," "," ","NEW SALEM",272,1 
"62358"," "," ","NIOTA",646,1 
"62359","39500","Quincy, IL-MO","PALOMA",192,1 
"62360","39500","Quincy, IL-MO","PAYSON",1753,1 
"62361"," "," ","PEARL",555,1 
"62362"," "," ","PERRY",468,1 
"62363"," "," ","PITTSFIELD",6332,1 
"62365","39500","Quincy, IL-MO","PLAINVILLE",691,1 
"62366"," "," ","PLEASANT HILL",1441,0.996 
"62366","41180","St. Louis, MO-IL","PLEASANT HILL",6,0.004 
"62367"," "," ","COLMAR",978,0.731 
"62367","31380","Macomb, IL","COLMAR",359,0.269 
"62370"," "," ","ROCKPORT",641,1 
"62373"," "," ","SUTTER",391,0.942 
"62373","39500","Quincy, IL-MO","SUTTER",24,0.058 
"62374"," "," ","TENNESSEE",61,0.201 
"62374","31380","Macomb, IL","TENNESSEE",242,0.799 
"62375"," "," ","TIMEWELL",381,1 
"62376","39500","Quincy, IL-MO","URSA",1143,1 
"62378"," "," ","VERSAILLES",967,1 
"62379"," "," ","WARSAW",2221,0.984 
"62379","39500","Quincy, IL-MO","WARSAW",36,0.016 
"62380"," "," ","WEST POINT",438,1 
"62401"," "," ","EFFINGHAM",39,0.002 
"62401","20820","Effingham, IL","EFFINGHAM",19031,0.998 
